"Activity" "Subject" "Measurement" "Mean"
"LAYING" "28" "tGravityAcc-std()-Y" -0.960365626256545
"LAYING" "29" "tGravityAcc-std()-Y" -0.964643161017442
"LAYING" "30" "tGravityAcc-std()-Y" -0.952288292767624
"WALKING" "2" "tGravityAcc-std()-Z" -0.945365383907285
"WALKING" "4" "tGravityAcc-std()-Z" -0.941403426072555
"WALKING" "9" "tGravityAcc-std()-Z" -0.920554317815972
"WALKING" "10" "tGravityAcc-std()-Z" -0.938706428064626
"WALKING" "12" "tGravityAcc-std()-Z" -0.9468085636875
"WALKING" "13" "tGravityAcc-std()-Z" -0.931027952238806
"WALKING_UPSTAIRS" "13" "tGravityAcc-std()-Z" -0.951011098809524
"WALKING_UPSTAIRS" "18" "tGravityAcc-std()-Z" -0.959434177692308
"WALKING_UPSTAIRS" "20" "tGravityAcc-std()-Z" -0.940981537502825
"WALKING_UPSTAIRS" "24" "tGravityAcc-std()-Z" -0.955724566194226
"WALKING_UPSTAIRS" "1" "tGravityAcc-std()-Z" -0.927506230724138
"WALKING_DOWNSTAIRS" "1" "tGravityAcc-std()-Z" -0.906579158214286
"WALKING_DOWNSTAIRS" "3" "tGravityAcc-std()-Z" -0.926966278211144
"WALKING_DOWNSTAIRS" "5" "tGravityAcc-std()-Z" -0.94207867884106
"WALKING_DOWNSTAIRS" "6" "tGravityAcc-std()-Z" -0.937910223507692
"WALKING_DOWNSTAIRS" "7" "tGravityAcc-std()-Z" -0.923304724090909
"WALKING_DOWNSTAIRS" "8" "tGravityAcc-std()-Z" -0.953141054215686
"SITTING" "8" "tGravityAcc-std()-Z" -0.90610826224581
"SITTING" "11" "tGravityAcc-std()-Z" -0.956812000411392
"SITTING" "14" "tGravityAcc-std()-Z" -0.915927846160991
"SITTING" "15" "tGravityAcc-std()-Z" -0.947240058048781
"SITTING" "16" "tGravityAcc-std()-Z" -0.945294028639344
"SITTING" "17" "tGravityAcc-std()-Z" -0.951424468113207
"STANDING" "17" "tGravityAcc-std()-Z" -0.942902394563107
"STANDING" "19" "tGravityAcc-std()-Z" -0.94180028475
"STANDING" "21" "tGravityAcc-std()-Z" -0.953093993308823
"STANDING" "22" "tGravityAcc-std()-Z" -0.939081026109034
"STANDING" "23" "tGravityAcc-std()-Z" -0.934236146612903
"STANDING" "25" "tGravityAcc-std()-Z" -0.874429690055556
"LAYING" "25" "tGravityAcc-std()-Z" -0.912598794925373
"LAYING" "26" "tGravityAcc-std()-Z" -0.955643363545918
"LAYING" "27" "tGravityAcc-std()-Z" -0.959200394414894
"LAYING" "28" "tGravityAcc-std()-Z" -0.946225637251309
"LAYING" "29" "tGravityAcc-std()-Z" -0.941621790232558
"LAYING" "30" "tGravityAcc-std()-Z" -0.92943263464752
"WALKING" "2" "tBodyAccJerk-mean()-X" 0.0785353156747351
"WALKING" "4" "tBodyAccJerk-mean()-X" 0.078863784515142
"WALKING" "9" "tBodyAccJerk-mean()-X" 0.0840171430291667
"WALKING" "10" "tBodyAccJerk-mean()-X" 0.0798108613061224
"WALKING" "12" "tBodyAccJerk-mean()-X" 0.070430311315625
"WALKING" "13" "tBodyAccJerk-mean()-X" 0.0814934388044776
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-mean()-X" 0.0761624684928175
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-mean()-X" 0.077480921531044
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-mean()-X" 0.079818125480791
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-mean()-X" 0.0784735003467192
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-mean()-X" 0.0783408328178683
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-mean()-X" 0.0628772325714286
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-mean()-X" 0.0701731261988856
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-mean()-X" 0.0841019899622517
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-mean()-X" 0.0813833604034769
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-mean()-X" 0.0831829573168831
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-mean()-X" 0.0709613313627451
"SITTING" "8" "tBodyAccJerk-mean()-X" 0.0917685399526257
"SITTING" "11" "tBodyAccJerk-mean()-X" 0.0830134540658228
"SITTING" "14" "tBodyAccJerk-mean()-X" 0.0741757467665016
"SITTING" "15" "tBodyAccJerk-mean()-X" 0.0776897411304878
"SITTING" "16" "tBodyAccJerk-mean()-X" 0.0775488885374317
"SITTING" "17" "tBodyAccJerk-mean()-X" 0.08269047086
"STANDING" "17" "tBodyAccJerk-mean()-X" 0.0781014953038835
"STANDING" "19" "tBodyAccJerk-mean()-X" 0.0774171147766389
"STANDING" "21" "tBodyAccJerk-mean()-X" 0.0822207874776961
"STANDING" "22" "tBodyAccJerk-mean()-X" 0.0791031130417757
"STANDING" "23" "tBodyAccJerk-mean()-X" 0.0778588215843817
"STANDING" "25" "tBodyAccJerk-mean()-X" 0.0773547777173392
"LAYING" "25" "tBodyAccJerk-mean()-X" 0.104281423896716
"LAYING" "26" "tBodyAccJerk-mean()-X" 0.0808743261341837
"LAYING" "27" "tBodyAccJerk-mean()-X" 0.0768320396617021
"LAYING" "28" "tBodyAccJerk-mean()-X" 0.0807263062382199
"LAYING" "29" "tBodyAccJerk-mean()-X" 0.0788382324713372
"LAYING" "30" "tBodyAccJerk-mean()-X" 0.0734799270148825
"WALKING" "2" "tBodyAccJerk-mean()-Y" 0.00708771249764901
"WALKING" "4" "tBodyAccJerk-mean()-Y" 0.00351340949514196
"WALKING" "9" "tBodyAccJerk-mean()-Y" 0.00678485848399306
"WALKING" "10" "tBodyAccJerk-mean()-Y" 0.0129143257457823
"WALKING" "12" "tBodyAccJerk-mean()-Y" 0.0053115377979375
"WALKING" "13" "tBodyAccJerk-mean()-Y" 0.00147366212280099
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-mean()-Y" 0.00771769445
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-mean()-Y" 0.0128850449171841
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-mean()-Y" 0.00220928707107345
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-mean()-Y" 0.00396900308574016
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-mean()-Y" 0.0159134348518495
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-mean()-Y" 0.0243084681678571
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-mean()-Y" 0.0144664329060411
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-mean()-Y" 0.0017656830384106
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-mean()-Y" 0.000479281129661539
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-mean()-Y" 0.00760909767418831
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-mean()-Y" 0.00410267452715686
"SITTING" "8" "tBodyAccJerk-mean()-Y" -0.000987307582614525
"SITTING" "11" "tBodyAccJerk-mean()-Y" 0.0078044254343038
"SITTING" "14" "tBodyAccJerk-mean()-Y" 0.00443682723817957
"SITTING" "15" "tBodyAccJerk-mean()-Y" 0.00489392052706402
"SITTING" "16" "tBodyAccJerk-mean()-Y" 0.00884018328270218
"SITTING" "17" "tBodyAccJerk-mean()-Y" 0.0101653131381132
"STANDING" "17" "tBodyAccJerk-mean()-Y" 0.00417793025524272
"STANDING" "19" "tBodyAccJerk-mean()-Y" 0.0115812421960876
"STANDING" "21" "tBodyAccJerk-mean()-Y" 0.00350107553584853
"STANDING" "22" "tBodyAccJerk-mean()-Y" 0.0152572466619626
"STANDING" "23" "tBodyAccJerk-mean()-Y" 0.0200470964972984
"STANDING" "25" "tBodyAccJerk-mean()-Y" 0.00794005842154971
"LAYING" "25" "tBodyAccJerk-mean()-Y" -0.00154458795223881
"LAYING" "26" "tBodyAccJerk-mean()-Y" 0.00767709978181122
"LAYING" "27" "tBodyAccJerk-mean()-Y" 0.00617714992829521
"LAYING" "28" "tBodyAccJerk-mean()-Y" 0.0138224436546073
"LAYING" "29" "tBodyAccJerk-mean()-Y" 0.00900161248883721
"LAYING" "30" "tBodyAccJerk-mean()-Y" 0.00730438257971279
"WALKING" "2" "tBodyAccJerk-mean()-Z" 0.000755760748377483
"WALKING" "4" "tBodyAccJerk-mean()-Z" -0.00737375142832808
"WALKING" "9" "tBodyAccJerk-mean()-Z" -0.00102998088194444
"WALKING" "10" "tBodyAccJerk-mean()-Z" -0.0113556967940476
"WALKING" "12" "tBodyAccJerk-mean()-Z" 0.0003081123684
"WALKING" "13" "tBodyAccJerk-mean()-Z" -0.0192572187473682
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-mean()-Z" -0.00132768837190476
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-mean()-Z" 0.000848545124184616
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-mean()-Z" -0.00450611895602542
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-mean()-Z" -0.00700960558805774
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-mean()-Z" -0.00848661885111599
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-mean()-Z" -0.0161821921428571
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-mean()-Z" -0.000526818872875366
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-mean()-Z" -0.0029537113427351
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-mean()-Z" -0.00225896302076923
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-mean()-Z" -0.00791725696048701
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-mean()-Z" -0.00865086426392157
"SITTING" "8" "tBodyAccJerk-mean()-Z" -0.0259521865934078
"SITTING" "11" "tBodyAccJerk-mean()-Z" -0.00657424975259494
"SITTING" "14" "tBodyAccJerk-mean()-Z" -0.00253044692473994
"SITTING" "15" "tBodyAccJerk-mean()-Z" -0.00440993190077744
"SITTING" "16" "tBodyAccJerk-mean()-Z" -0.00143730005564208
"SITTING" "17" "tBodyAccJerk-mean()-Z" -0.00319385465792453
"STANDING" "17" "tBodyAccJerk-mean()-Z" 0.0178740909208738
"STANDING" "19" "tBodyAccJerk-mean()-Z" -0.00186198850195833
"STANDING" "21" "tBodyAccJerk-mean()-Z" -0.010659072671299
"STANDING" "22" "tBodyAccJerk-mean()-Z" -0.0072287329753271
"STANDING" "23" "tBodyAccJerk-mean()-Z" -0.000717680881887096
"STANDING" "25" "tBodyAccJerk-mean()-Z" -0.00927954163523684
"LAYING" "25" "tBodyAccJerk-mean()-Z" -0.015790759761791
"LAYING" "26" "tBodyAccJerk-mean()-Z" -0.00724891943768878
"LAYING" "27" "tBodyAccJerk-mean()-Z" -0.00495000607441489
"LAYING" "28" "tBodyAccJerk-mean()-Z" 0.000824208324801046
"LAYING" "29" "tBodyAccJerk-mean()-Z" -0.00355290542467733
"LAYING" "30" "tBodyAccJerk-mean()-Z" -0.000653871890373369
"WALKING" "2" "tBodyAccJerk-std()-X" -0.557809603123841
"WALKING" "4" "tBodyAccJerk-std()-X" -0.631853083289621
"WALKING" "9" "tBodyAccJerk-std()-X" -0.578305161360069
"WALKING" "10" "tBodyAccJerk-std()-X" -0.52938321427551
"WALKING" "12" "tBodyAccJerk-std()-X" -0.582418267596875
"WALKING" "13" "tBodyAccJerk-std()-X" -0.70494031299005
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-std()-X" -0.533522811499206
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-std()-X" -0.734644450054945
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-std()-X" -0.627098830685593
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-std()-X" -0.74030054488189
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-std()-X" -0.557076221469279
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-std()-X" -0.156114020335714
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-std()-X" -0.635484688041056
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-std()-X" -0.575890535679801
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-std()-X" -0.531468310262154
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-std()-X" -0.615131377408279
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-std()-X" -0.726312934619608
"SITTING" "8" "tBodyAccJerk-std()-X" -0.490335946581006
"SITTING" "11" "tBodyAccJerk-std()-X" -0.659323083055063
"SITTING" "14" "tBodyAccJerk-std()-X" -0.641964198633003
"SITTING" "15" "tBodyAccJerk-std()-X" -0.624055782158537
"SITTING" "16" "tBodyAccJerk-std()-X" -0.72786174352459
"SITTING" "17" "tBodyAccJerk-std()-X" -0.772242200222642
"STANDING" "17" "tBodyAccJerk-std()-X" -0.451978216757282
"STANDING" "19" "tBodyAccJerk-std()-X" -0.571088266146083
"STANDING" "21" "tBodyAccJerk-std()-X" -0.699763344205784
"STANDING" "22" "tBodyAccJerk-std()-X" -0.584963756862305
"STANDING" "23" "tBodyAccJerk-std()-X" -0.608183751830914
"STANDING" "25" "tBodyAccJerk-std()-X" -0.845000271081871
"LAYING" "25" "tBodyAccJerk-std()-X" -0.550905335373134
"LAYING" "26" "tBodyAccJerk-std()-X" -0.682815652993112
"LAYING" "27" "tBodyAccJerk-std()-X" -0.700549974357447
"LAYING" "28" "tBodyAccJerk-std()-X" -0.680813725392147
"LAYING" "29" "tBodyAccJerk-std()-X" -0.623456414216366
"LAYING" "30" "tBodyAccJerk-std()-X" -0.679007254150131
"WALKING" "2" "tBodyAccJerk-std()-Y" -0.491875889831788
"WALKING" "4" "tBodyAccJerk-std()-Y" -0.584063204701893
"WALKING" "9" "tBodyAccJerk-std()-Y" -0.678923872274306
"WALKING" "10" "tBodyAccJerk-std()-Y" -0.540236619204728
"WALKING" "12" "tBodyAccJerk-std()-Y" -0.571359817082031
"WALKING" "13" "tBodyAccJerk-std()-Y" -0.671071052075522
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-std()-Y" -0.407990456836508
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-std()-Y" -0.732969175274725
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-std()-Y" -0.527174601581921
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-std()-Y" -0.685979796261942
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-std()-Y" -0.494172400365831
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-std()-Y" -0.199718153632143
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-std()-Y" -0.55721186773783
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-std()-Y" -0.506544358609603
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-std()-Y" -0.454437496885815
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-std()-Y" -0.622997416262013
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-std()-Y" -0.595313667764706
"SITTING" "8" "tBodyAccJerk-std()-Y" -0.380892233855866
"SITTING" "11" "tBodyAccJerk-std()-Y" -0.608784226719937
"SITTING" "14" "tBodyAccJerk-std()-Y" -0.586459622773684
"SITTING" "15" "tBodyAccJerk-std()-Y" -0.594312678045091
"SITTING" "16" "tBodyAccJerk-std()-Y" -0.735080198043716
"SITTING" "17" "tBodyAccJerk-std()-Y" -0.757804094798868
"STANDING" "17" "tBodyAccJerk-std()-Y" -0.439429524492233
"STANDING" "19" "tBodyAccJerk-std()-Y" -0.571311190432222
"STANDING" "21" "tBodyAccJerk-std()-Y" -0.66515912310562
"STANDING" "22" "tBodyAccJerk-std()-Y" -0.560470117123364
"STANDING" "23" "tBodyAccJerk-std()-Y" -0.61898123051828
"STANDING" "25" "tBodyAccJerk-std()-Y" -0.778038380964912
"LAYING" "25" "tBodyAccJerk-std()-Y" -0.439023398955224
"LAYING" "26" "tBodyAccJerk-std()-Y" -0.678386582086227
"LAYING" "27" "tBodyAccJerk-std()-Y" -0.674792293475665
"LAYING" "28" "tBodyAccJerk-std()-Y" -0.651619848945026
"LAYING" "29" "tBodyAccJerk-std()-Y" -0.635499779848779
"LAYING" "30" "tBodyAccJerk-std()-Y" -0.6607705539047
"WALKING" "2" "tBodyAccJerk-std()-Z" -0.741885388311258
"WALKING" "4" "tBodyAccJerk-std()-Z" -0.843353231167193
"WALKING" "9" "tBodyAccJerk-std()-Z" -0.721610094569444
"WALKING" "10" "tBodyAccJerk-std()-Z" -0.750729260772109
"WALKING" "12" "tBodyAccJerk-std()-Z" -0.79262193625
"WALKING" "13" "tBodyAccJerk-std()-Z" -0.725278078975124
"WALKING_UPSTAIRS" "13" "tBodyAccJerk-std()-Z" -0.733517667539683
"WALKING_UPSTAIRS" "18" "tBodyAccJerk-std()-Z" -0.847257765851648
"WALKING_UPSTAIRS" "20" "tBodyAccJerk-std()-Z" -0.747362572898305
"WALKING_UPSTAIRS" "24" "tBodyAccJerk-std()-Z" -0.736374232574803
"WALKING_UPSTAIRS" "1" "tBodyAccJerk-std()-Z" -0.738499733742947
"WALKING_DOWNSTAIRS" "1" "tBodyAccJerk-std()-Z" -0.476050511428571
"WALKING_DOWNSTAIRS" "3" "tBodyAccJerk-std()-Z" -0.796066240234604
"WALKING_DOWNSTAIRS" "5" "tBodyAccJerk-std()-Z" -0.78456199486755
"WALKING_DOWNSTAIRS" "6" "tBodyAccJerk-std()-Z" -0.738955207627692
"WALKING_DOWNSTAIRS" "7" "tBodyAccJerk-std()-Z" -0.664336860544416
"WALKING_DOWNSTAIRS" "8" "tBodyAccJerk-std()-Z" -0.812081913529412
"SITTING" "8" "tBodyAccJerk-std()-Z" -0.586457549364246
"SITTING" "11" "tBodyAccJerk-std()-Z" -0.842511816044304
"SITTING" "14" "tBodyAccJerk-std()-Z" -0.656855586102105
"SITTING" "15" "tBodyAccJerk-std()-Z" -0.82582088157622
"SITTING" "16" "tBodyAccJerk-std()-Z" -0.767873049380055
"SITTING" "17" "tBodyAccJerk-std()-Z" -0.847138698264151
"STANDING" "17" "tBodyAccJerk-std()-Z" -0.726380614368932
"STANDING" "19" "tBodyAccJerk-std()-Z" -0.705342976190833
"STANDING" "21" "tBodyAccJerk-std()-Z" -0.78182390148299
"STANDING" "22" "tBodyAccJerk-std()-Z" -0.760468444299065
"STANDING" "23" "tBodyAccJerk-std()-Z" -0.603048769571532
"STANDING" "25" "tBodyAccJerk-std()-Z" -0.886175506608187
"LAYING" "25" "tBodyAccJerk-std()-Z" -0.730473943880597
"LAYING" "26" "tBodyAccJerk-std()-Z" -0.778349460841837
"LAYING" "27" "tBodyAccJerk-std()-Z" -0.783632076781915
"LAYING" "28" "tBodyAccJerk-std()-Z" -0.800870581884817
"LAYING" "29" "tBodyAccJerk-std()-Z" -0.793746797790698
"LAYING" "30" "tBodyAccJerk-std()-Z" -0.781644485013055
"WALKING" "2" "tBodyGyro-mean()-X" -0.0517030657821192
"WALKING" "4" "tBodyGyro-mean()-X" -0.0289417906907571
"WALKING" "9" "tBodyGyro-mean()-X" -0.0701318154561458
"WALKING" "10" "tBodyGyro-mean()-X" -0.0185023695936054
"WALKING" "12" "tBodyGyro-mean()-X" -0.0628663472537187
"WALKING" "13" "tBodyGyro-mean()-X" -0.0505002185575124
"WALKING_UPSTAIRS" "13" "tBodyGyro-mean()-X" -0.065414645322127
"WALKING_UPSTAIRS" "18" "tBodyGyro-mean()-X" -0.0373993798891483
"WALKING_UPSTAIRS" "20" "tBodyGyro-mean()-X" -0.0242488811785028
"WALKING_UPSTAIRS" "24" "tBodyGyro-mean()-X" -0.0212578096847769
"WALKING_UPSTAIRS" "1" "tBodyGyro-mean()-X" -0.0234054649840439
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-mean()-X" 0.00793679635714286
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-mean()-X" -0.0248490682828446
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-mean()-X" -0.0294516873643046
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-mean()-X" -0.0433611785374462
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-mean()-X" -0.0518716929407792
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-mean()-X" -0.0335218219517647
"SITTING" "8" "tBodyGyro-mean()-X" 0.024738364749162
"SITTING" "11" "tBodyGyro-mean()-X" -0.0547328440272468
"SITTING" "14" "tBodyGyro-mean()-X" 0.000253671358297214
"SITTING" "15" "tBodyGyro-mean()-X" -0.0281278780610671
"SITTING" "16" "tBodyGyro-mean()-X" -0.0122341446725137
"SITTING" "17" "tBodyGyro-mean()-X" -0.0195846188778264
"STANDING" "17" "tBodyGyro-mean()-X" -0.0020206535223301
"STANDING" "19" "tBodyGyro-mean()-X" -0.0385723953346511
"STANDING" "21" "tBodyGyro-mean()-X" -0.0276346639303578
"STANDING" "22" "tBodyGyro-mean()-X" -0.00800630644716511
"STANDING" "23" "tBodyGyro-mean()-X" -0.0220890418013172
"STANDING" "25" "tBodyGyro-mean()-X" -0.012304898377193
"LAYING" "25" "tBodyGyro-mean()-X" 0.0446095071791045
"LAYING" "26" "tBodyGyro-mean()-X" -0.020659932105102
"LAYING" "27" "tBodyGyro-mean()-X" -0.0608887602789628
"LAYING" "28" "tBodyGyro-mean()-X" -0.064496354556466
"LAYING" "29" "tBodyGyro-mean()-X" -0.0101831910869331
"LAYING" "30" "tBodyGyro-mean()-X" -0.0354229280326632
"WALKING" "2" "tBodyGyro-mean()-Y" -0.0568420186817881
"WALKING" "4" "tBodyGyro-mean()-Y" -0.0787229907785489
"WALKING" "9" "tBodyGyro-mean()-Y" -0.0729884312991667
"WALKING" "10" "tBodyGyro-mean()-Y" -0.0846403674590918
"WALKING" "12" "tBodyGyro-mean()-Y" -0.0592027333975
"WALKING" "13" "tBodyGyro-mean()-Y" -0.0695801036455721
"WALKING_UPSTAIRS" "13" "tBodyGyro-mean()-Y" -0.0490291271295238
"WALKING_UPSTAIRS" "18" "tBodyGyro-mean()-Y" -0.0678200104982143
"WALKING_UPSTAIRS" "20" "tBodyGyro-mean()-Y" -0.0789448418069209
"WALKING_UPSTAIRS" "24" "tBodyGyro-mean()-Y" -0.0782440202677165
"WALKING_UPSTAIRS" "1" "tBodyGyro-mean()-Y" -0.084901663477116
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-mean()-Y" -0.124194573607143
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-mean()-Y" -0.0743565308442815
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-mean()-Y" -0.0774316445596026
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-mean()-Y" -0.0706129097498462
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-mean()-Y" -0.0646077113078896
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-mean()-Y" -0.0688443220154902
"SITTING" "8" "tBodyGyro-mean()-Y" -0.103746700655866
"SITTING" "11" "tBodyGyro-mean()-Y" -0.0582275770813291
"SITTING" "14" "tBodyGyro-mean()-Y" -0.0954921154823529
"SITTING" "15" "tBodyGyro-mean()-Y" -0.075878845519878
"SITTING" "16" "tBodyGyro-mean()-Y" -0.0724444803980874
"SITTING" "17" "tBodyGyro-mean()-Y" -0.0788830552372755
"STANDING" "17" "tBodyGyro-mean()-Y" -0.0925593320679612
"STANDING" "19" "tBodyGyro-mean()-Y" -0.0681420603177778
"STANDING" "21" "tBodyGyro-mean()-Y" -0.0784719736838971
"STANDING" "22" "tBodyGyro-mean()-Y" -0.0949661116922118
"STANDING" "23" "tBodyGyro-mean()-Y" -0.0825972963754032
"STANDING" "25" "tBodyGyro-mean()-Y" -0.0778616409423099
"LAYING" "25" "tBodyGyro-mean()-Y" -0.114724830571343
"LAYING" "26" "tBodyGyro-mean()-Y" -0.0827415060904082
"LAYING" "27" "tBodyGyro-mean()-Y" -0.0552177945716489
"LAYING" "28" "tBodyGyro-mean()-Y" -0.0471474023101021
"LAYING" "29" "tBodyGyro-mean()-Y" -0.0882883296441861
"LAYING" "30" "tBodyGyro-mean()-Y" -0.0717482452402089
"WALKING" "2" "tBodyGyro-mean()-Z" 0.0872599422291391
"WALKING" "4" "tBodyGyro-mean()-Z" 0.0957174866009464
"WALKING" "9" "tBodyGyro-mean()-Z" 0.109092913237986
"WALKING" "10" "tBodyGyro-mean()-Z" 0.0910265011879252
"WALKING" "12" "tBodyGyro-mean()-Z" 0.0960742146838125
"WALKING" "13" "tBodyGyro-mean()-Z" 0.11224704484791
"WALKING_UPSTAIRS" "13" "tBodyGyro-mean()-Z" 0.077520202405
"WALKING_UPSTAIRS" "18" "tBodyGyro-mean()-Z" 0.0908402866868132
"WALKING_UPSTAIRS" "20" "tBodyGyro-mean()-Z" 0.0856280628860452
"WALKING_UPSTAIRS" "24" "tBodyGyro-mean()-Z" 0.0841740375981627
"WALKING_UPSTAIRS" "1" "tBodyGyro-mean()-Z" 0.0872530964713166
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-mean()-Z" 0.0749974305928571
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-mean()-Z" 0.0866875497119062
"WALKING_DOWNSTAIRS" "5" "tBodyGyro-mean()-Z" 0.0866267116745033
"WALKING_DOWNSTAIRS" "6" "tBodyGyro-mean()-Z" 0.0973130293888923
"WALKING_DOWNSTAIRS" "7" "tBodyGyro-mean()-Z" 0.0977671721406169
"WALKING_DOWNSTAIRS" "8" "tBodyGyro-mean()-Z" 0.0817994345244118
"SITTING" "8" "tBodyGyro-mean()-Z" 0.0539935059407821
"SITTING" "11" "tBodyGyro-mean()-Z" 0.087284109682356
"SITTING" "14" "tBodyGyro-mean()-Z" 0.0606712446996904
"SITTING" "15" "tBodyGyro-mean()-Z" 0.0906658516
"SITTING" "16" "tBodyGyro-mean()-Z" 0.0730144651530055
"SITTING" "17" "tBodyGyro-mean()-Z" 0.0795935694916981
"STANDING" "17" "tBodyGyro-mean()-Z" 0.070416774513301
"STANDING" "19" "tBodyGyro-mean()-Z" 0.0883609591559167
"STANDING" "21" "tBodyGyro-mean()-Z" 0.0861212668362745
"STANDING" "22" "tBodyGyro-mean()-Z" 0.0812406584647975
"STANDING" "23" "tBodyGyro-mean()-Z" 0.074694942324328
"STANDING" "25" "tBodyGyro-mean()-Z" 0.102279039896287
"LAYING" "25" "tBodyGyro-mean()-Z" 0.0844635376626866
"LAYING" "26" "tBodyGyro-mean()-Z" 0.0917853294044643
"LAYING" "27" "tBodyGyro-mean()-Z" 0.108947089653191
"LAYING" "28" "tBodyGyro-mean()-Z" 0.100840281329581
"LAYING" "29" "tBodyGyro-mean()-Z" 0.0881626266546221
"LAYING" "30" "tBodyGyro-mean()-Z" 0.0834544586693995
"WALKING" "2" "tBodyGyro-std()-X" -0.710648927815894
"WALKING" "4" "tBodyGyro-std()-X" -0.701397703369085
"WALKING" "9" "tBodyGyro-std()-X" -0.676452392569444
"WALKING" "10" "tBodyGyro-std()-X" -0.67390558227449
"WALKING" "12" "tBodyGyro-std()-X" -0.727881704983125
"WALKING" "13" "tBodyGyro-std()-X" -0.773903734527363
"WALKING_UPSTAIRS" "13" "tBodyGyro-std()-X" -0.621319630738095
"WALKING_UPSTAIRS" "18" "tBodyGyro-std()-X" -0.804533729046703
"WALKING_UPSTAIRS" "20" "tBodyGyro-std()-X" -0.684586332415254
"WALKING_UPSTAIRS" "24" "tBodyGyro-std()-X" -0.776199049939633
"WALKING_UPSTAIRS" "1" "tBodyGyro-std()-X" -0.702410251081505
"WALKING_DOWNSTAIRS" "1" "tBodyGyro-std()-X" -0.505927252857143
"WALKING_DOWNSTAIRS" "3" "tBodyGyro-std()-X" -0.699262195705865
